data;tipoCombustivel;precoMedio
"2021-09-30";"Gasóleo simples";"1,4829 €"
"2021-10-01";"Gasóleo simples";"1,4832 €"
"2021-10-02";"Gasóleo simples";"1,4815 €"
"2021-10-03";"Gasóleo simples";"1,4830 €"
"2021-10-04";"Gasóleo simples";"1,5023 €"
"2021-10-05";"Gasóleo simples";"1,5038 €"
"2021-10-06";"Gasóleo simples";"1,5049 €"
"2021-10-07";"Gasóleo simples";"1,5064 €"
"2021-10-08";"Gasóleo simples";"1,5060 €"
"2021-10-09";"Gasóleo simples";"1,5020 €"
"2021-10-10";"Gasóleo simples";"1,5043 €"
"2021-10-11";"Gasóleo simples";"1,5134 €"
"2021-10-12";"Gasóleo simples";"1,5182 €"
"2021-10-13";"Gasóleo simples";"1,5301 €"
"2021-10-14";"Gasóleo simples";"1,5303 €"
"2021-10-15";"Gasóleo simples";"1,5293 €"
"2021-10-16";"Gasóleo simples";"1,5225 €"
"2021-10-17";"Gasóleo simples";"1,5233 €"
"2021-10-18";"Gasóleo simples";"1,5357 €"
"2021-10-19";"Gasóleo simples";"1,5375 €"
"2021-10-20";"Gasóleo simples";"1,5376 €"
"2021-10-21";"Gasóleo simples";"1,5375 €"
"2021-10-22";"Gasóleo simples";"1,5367 €"
"2021-10-23";"Gasóleo simples";"1,5342 €"
"2021-10-24";"Gasóleo simples";"1,5350 €"
"2021-10-25";"Gasóleo simples";"1,5381 €"
"2021-10-26";"Gasóleo simples";"1,5383 €"
"2021-10-27";"Gasóleo simples";"1,5384 €"
"2021-10-28";"Gasóleo simples";"1,5383 €"
"2021-10-29";"Gasóleo simples";"1,5374 €"
"2021-10-30";"Gasóleo simples";"1,5348 €"
"2021-10-31";"Gasóleo simples";"1,5360 €"
"2021-11-01";"Gasóleo simples";"1,5421 €"
"2021-11-02";"Gasóleo simples";"1,5471 €"
"2021-11-03";"Gasóleo simples";"1,5479 €"
"2021-11-04";"Gasóleo simples";"1,5479 €"
"2021-11-05";"Gasóleo simples";"1,5470 €"
"2021-11-06";"Gasóleo simples";"1,5445 €"
"2021-11-07";"Gasóleo simples";"1,5452 €"
"2021-11-08";"Gasóleo simples";"1,5401 €"
"2021-11-09";"Gasóleo simples";"1,5381 €"
"2021-11-10";"Gasóleo simples";"1,5377 €"
"2021-11-11";"Gasóleo simples";"1,5374 €"
"2021-11-12";"Gasóleo simples";"1,5365 €"
"2021-11-13";"Gasóleo simples";"1,5340 €"
"2021-11-14";"Gasóleo simples";"1,5350 €"
"2021-11-15";"Gasóleo simples";"1,5407 €"
"2021-11-16";"Gasóleo simples";"1,5413 €"
"2021-11-17";"Gasóleo simples";"1,5415 €"
"2021-11-18";"Gasóleo simples";"1,5414 €"
"2021-11-19";"Gasóleo simples";"1,5408 €"
"2021-11-20";"Gasóleo simples";"1,5384 €"
"2021-11-21";"Gasóleo simples";"1,5384 €"
"2021-11-22";"Gasóleo simples";"1,5320 €"
"2021-11-23";"Gasóleo simples";"1,5301 €"
"2021-11-24";"Gasóleo simples";"1,5278 €"
"2021-11-25";"Gasóleo simples";"1,5273 €"
"2021-11-26";"Gasóleo simples";"1,5264 €"
"2021-11-27";"Gasóleo simples";"1,5242 €"
"2021-11-28";"Gasóleo simples";"1,5250 €"
"2021-11-29";"Gasóleo simples";"1,5266 €"
"2021-11-30";"Gasóleo simples";"1,5267 €"
"2021-12-01";"Gasóleo simples";"1,5278 €"
"2021-12-02";"Gasóleo simples";"1,5276 €"
"2021-12-03";"Gasóleo simples";"1,5268 €"
"2021-12-04";"Gasóleo simples";"1,5245 €"
"2021-12-05";"Gasóleo simples";"1,5231 €"
"2021-12-06";"Gasóleo simples";"1,4978 €"
"2021-12-07";"Gasóleo simples";"1,4822 €"
"2021-12-08";"Gasóleo simples";"1,4809 €"
"2021-12-09";"Gasóleo simples";"1,4804 €"
"2021-12-10";"Gasóleo simples";"1,4800 €"
"2021-12-11";"Gasóleo simples";"1,4791 €"
"2021-12-12";"Gasóleo simples";"1,4812 €"
"2021-12-13";"Gasóleo simples";"1,4992 €"
"2021-12-14";"Gasóleo simples";"1,5026 €"
"2021-12-15";"Gasóleo simples";"1,5028 €"
"2021-12-16";"Gasóleo simples";"1,5029 €"
"2021-12-17";"Gasóleo simples";"1,5029 €"
"2021-12-18";"Gasóleo simples";"1,5023 €"
"2021-12-19";"Gasóleo simples";"1,5024 €"
"2021-12-20";"Gasóleo simples";"1,5027 €"
"2021-12-21";"Gasóleo simples";"1,5034 €"
"2021-12-22";"Gasóleo simples";"1,5034 €"
"2021-12-23";"Gasóleo simples";"1,5035 €"
"2021-12-24";"Gasóleo simples";"1,5031 €"
"2021-12-25";"Gasóleo simples";"1,5009 €"
"2021-12-26";"Gasóleo simples";"1,5009 €"
"2021-12-27";"Gasóleo simples";"1,5006 €"
"2021-12-28";"Gasóleo simples";"1,4977 €"
"2021-12-29";"Gasóleo simples";"1,4979 €"
"2021-12-30";"Gasóleo simples";"1,4972 €"
"2021-12-31";"Gasóleo simples";"1,4965 €"
"2022-01-01";"Gasóleo simples";"1,4942 €"
"2022-01-02";"Gasóleo simples";"1,4955 €"
"2022-01-03";"Gasóleo simples";"1,5131 €"
"2022-01-04";"Gasóleo simples";"1,5180 €"
"2022-01-05";"Gasóleo simples";"1,5221 €"
"2022-01-06";"Gasóleo simples";"1,5222 €"
"2022-01-07";"Gasóleo simples";"1,5211 €"
"2022-01-08";"Gasóleo simples";"1,5185 €"
"2022-01-09";"Gasóleo simples";"1,5210 €"
"2022-01-10";"Gasóleo simples";"1,5409 €"
"2022-01-11";"Gasóleo simples";"1,5428 €"
"2022-01-12";"Gasóleo simples";"1,5410 €"
"2022-01-13";"Gasóleo simples";"1,5399 €"
"2022-01-14";"Gasóleo simples";"1,5383 €"
"2022-01-15";"Gasóleo simples";"1,5351 €"
"2022-01-16";"Gasóleo simples";"1,5376 €"
"2022-01-18";"Gasóleo simples";"1,5703 €"
"2022-01-19";"Gasóleo simples";"1,5707 €"
"2022-01-20";"Gasóleo simples";"1,5709 €"
"2022-01-21";"Gasóleo simples";"1,5702 €"
"2022-01-22";"Gasóleo simples";"1,5660 €"
"2022-01-23";"Gasóleo simples";"1,5681 €"
"2022-01-24";"Gasóleo simples";"1,5911 €"
"2022-01-17";"Gasóleo simples";"1,5514 €"
"2022-01-25";"Gasóleo simples";"1,5993 €"
"2022-01-26";"Gasóleo simples";"1,6008 €"
"2022-01-27";"Gasóleo simples";"1,6011 €"
"2022-01-28";"Gasóleo simples";"1,6005 €"
"2022-01-29";"Gasóleo simples";"1,5963 €"
"2022-01-30";"Gasóleo simples";"1,5968 €"
"2022-01-31";"Gasóleo simples";"1,6122 €"
"2022-02-01";"Gasóleo simples";"1,6188 €"
"2022-02-02";"Gasóleo simples";"1,6189 €"
"2022-02-03";"Gasóleo simples";"1,6192 €"
"2022-02-04";"Gasóleo simples";"1,6184 €"
"2022-02-05";"Gasóleo simples";"1,6142 €"
"2022-02-06";"Gasóleo simples";"1,6157 €"
"2022-02-07";"Gasóleo simples";"1,6378 €"
"2022-02-08";"Gasóleo simples";"1,6432 €"
"2022-02-09";"Gasóleo simples";"1,6435 €"
"2022-02-10";"Gasóleo simples";"1,6438 €"
"2022-02-11";"Gasóleo simples";"1,6430 €"
"2022-02-12";"Gasóleo simples";"1,6389 €"
"2022-02-13";"Gasóleo simples";"1,6394 €"
"2022-02-14";"Gasóleo simples";"1,6479 €"
"2022-02-15";"Gasóleo simples";"1,6500 €"
"2022-02-16";"Gasóleo simples";"1,6500 €"
"2022-02-17";"Gasóleo simples";"1,6504 €"
"2022-02-18";"Gasóleo simples";"1,6495 €"
"2022-02-19";"Gasóleo simples";"1,6454 €"
"2022-02-20";"Gasóleo simples";"1,6464 €"
"2022-02-21";"Gasóleo simples";"1,6563 €"
"2022-02-22";"Gasóleo simples";"1,6596 €"
"2022-02-23";"Gasóleo simples";"1,6597 €"
"2022-02-24";"Gasóleo simples";"1,6599 €"
"2022-02-25";"Gasóleo simples";"1,6592 €"
"2022-02-26";"Gasóleo simples";"1,6549 €"
"2022-02-27";"Gasóleo simples";"1,6565 €"
"2022-02-28";"Gasóleo simples";"1,6746 €"
"2022-03-01";"Gasóleo simples";"1,6761 €"
"2022-03-02";"Gasóleo simples";"1,6780 €"
"2022-03-03";"Gasóleo simples";"1,6784 €"
"2022-03-04";"Gasóleo simples";"1,6781 €"
"2022-03-05";"Gasóleo simples";"1,6742 €"
"2022-03-06";"Gasóleo simples";"1,6823 €"
"2022-03-07";"Gasóleo simples";"1,8120 €"
"2022-03-08";"Gasóleo simples";"1,8320 €"
"2022-03-09";"Gasóleo simples";"1,8361 €"
"2022-03-10";"Gasóleo simples";"1,8371 €"
"2022-03-11";"Gasóleo simples";"1,8369 €"
"2022-03-12";"Gasóleo simples";"1,8331 €"
"2022-03-13";"Gasóleo simples";"1,8458 €"
"2022-03-14";"Gasóleo simples";"1,9788 €"
"2022-03-15";"Gasóleo simples";"1,9912 €"
"2022-03-16";"Gasóleo simples";"1,9915 €"
"2022-03-17";"Gasóleo simples";"1,9915 €"
"2022-03-18";"Gasóleo simples";"1,9912 €"
"2022-03-19";"Gasóleo simples";"1,9870 €"
"2022-03-20";"Gasóleo simples";"1,9761 €"
"2022-03-21";"Gasóleo simples";"1,8466 €"
"2022-03-22";"Gasóleo simples";"1,8396 €"
"2022-03-23";"Gasóleo simples";"1,8386 €"
"2022-03-24";"Gasóleo simples";"1,8387 €"
"2022-03-25";"Gasóleo simples";"1,8380 €"
"2022-03-26";"Gasóleo simples";"1,8339 €"
"2022-03-27";"Gasóleo simples";"1,8451 €"
"2022-03-28";"Gasóleo simples";"1,9952 €"
"2022-03-29";"Gasóleo simples";"2,0079 €"
"2022-03-30";"Gasóleo simples";"2,0097 €"
"2022-03-31";"Gasóleo simples";"2,0104 €"
"2022-04-01";"Gasóleo simples";"2,0098 €"
"2022-04-02";"Gasóleo simples";"2,0060 €"
"2022-04-03";"Gasóleo simples";"2,0012 €"
"2022-04-04";"Gasóleo simples";"1,9266 €"
"2022-04-05";"Gasóleo simples";"1,9110 €"
"2022-04-06";"Gasóleo simples";"1,9102 €"
"2022-04-07";"Gasóleo simples";"1,9097 €"
"2022-04-08";"Gasóleo simples";"1,9087 €"
"2022-04-09";"Gasóleo simples";"1,9044 €"
"2022-04-10";"Gasóleo simples";"1,9022 €"
"2022-04-11";"Gasóleo simples";"1,8638 €"
"2022-04-12";"Gasóleo simples";"1,8588 €"
"2022-04-13";"Gasóleo simples";"1,8583 €"
"2022-04-14";"Gasóleo simples";"1,8578 €"
"2022-04-15";"Gasóleo simples";"1,8568 €"
"2022-04-16";"Gasóleo simples";"1,8528 €"
"2022-04-17";"Gasóleo simples";"1,8533 €"
"2022-04-18";"Gasóleo simples";"1,8805 €"
"2022-04-19";"Gasóleo simples";"1,8858 €"
"2022-04-20";"Gasóleo simples";"1,8873 €"
"2022-04-21";"Gasóleo simples";"1,8876 €"
"2022-04-22";"Gasóleo simples";"1,8868 €"
"2022-04-23";"Gasóleo simples";"1,8827 €"
"2022-04-24";"Gasóleo simples";"1,8861 €"
"2022-04-25";"Gasóleo simples";"1,9257 €"
"2022-04-26";"Gasóleo simples";"1,9386 €"
"2022-04-27";"Gasóleo simples";"1,9402 €"
"2022-04-28";"Gasóleo simples";"1,9405 €"
"2022-04-29";"Gasóleo simples";"1,9398 €"
"2022-04-30";"Gasóleo simples";"1,9357 €"
"2022-05-01";"Gasóleo simples";"1,9270 €"
"2022-05-02";"Gasóleo simples";"1,8399 €"
"2022-05-03";"Gasóleo simples";"1,8346 €"
"2022-05-04";"Gasóleo simples";"1,8361 €"
"2022-05-05";"Gasóleo simples";"1,8362 €"
"2022-05-06";"Gasóleo simples";"1,8355 €"
"2022-05-07";"Gasóleo simples";"1,8306 €"
"2022-05-08";"Gasóleo simples";"1,8332 €"
"2022-05-09";"Gasóleo simples";"1,8399 €"
"2022-05-10";"Gasóleo simples";"1,8411 €"
"2022-05-11";"Gasóleo simples";"1,8409 €"
"2022-05-12";"Gasóleo simples";"1,8412 €"
"2022-05-13";"Gasóleo simples";"1,8404 €"
"2022-05-14";"Gasóleo simples";"1,8360 €"
"2022-05-15";"Gasóleo simples";"1,8335 €"
"2022-05-16";"Gasóleo simples";"1,7966 €"
"2022-05-17";"Gasóleo simples";"1,7902 €"
"2022-05-18";"Gasóleo simples";"1,7892 €"
"2022-05-19";"Gasóleo simples";"1,7884 €"
"2022-05-20";"Gasóleo simples";"1,7881 €"
"2022-05-21";"Gasóleo simples";"1,7838 €"
"2022-05-22";"Gasóleo simples";"1,7829 €"
"2022-05-23";"Gasóleo simples";"1,7653 €"
"2022-05-24";"Gasóleo simples";"1,7598 €"
"2022-05-25";"Gasóleo simples";"1,7591 €"
"2022-05-26";"Gasóleo simples";"1,7587 €"
"2022-05-27";"Gasóleo simples";"1,7579 €"
"2022-05-28";"Gasóleo simples";"1,7531 €"
"2022-05-29";"Gasóleo simples";"1,7551 €"
"2022-05-30";"Gasóleo simples";"1,7890 €"
"2022-05-31";"Gasóleo simples";"1,7951 €"
"2022-06-01";"Gasóleo simples";"1,7961 €"
"2022-06-02";"Gasóleo simples";"1,7964 €"
"2022-06-03";"Gasóleo simples";"1,7956 €"
"2022-06-04";"Gasóleo simples";"1,7913 €"
"2022-06-05";"Gasóleo simples";"1,7973 €"
"2022-06-06";"Gasóleo simples";"1,8925 €"
"2022-06-07";"Gasóleo simples";"1,9042 €"
"2022-06-08";"Gasóleo simples";"1,9059 €"
"2022-06-09";"Gasóleo simples";"1,9062 €"
"2022-06-10";"Gasóleo simples";"1,9058 €"
"2022-06-11";"Gasóleo simples";"1,9018 €"
"2022-06-12";"Gasóleo simples";"1,9086 €"
"2022-06-13";"Gasóleo simples";"2,0242 €"
"2022-06-14";"Gasóleo simples";"2,0368 €"
"2022-06-15";"Gasóleo simples";"2,0388 €"
"2022-06-16";"Gasóleo simples";"2,0395 €"
"2022-06-17";"Gasóleo simples";"2,0391 €"
"2022-06-18";"Gasóleo simples";"2,0350 €"
"2022-06-19";"Gasóleo simples";"2,0380 €"
"2022-06-20";"Gasóleo simples";"2,0802 €"
"2022-06-21";"Gasóleo simples";"2,0854 €"
"2022-06-22";"Gasóleo simples";"2,0995 €"
"2022-06-23";"Gasóleo simples";"2,0997 €"
"2022-06-24";"Gasóleo simples";"2,0989 €"
"2022-06-25";"Gasóleo simples";"2,0941 €"
"2022-06-26";"Gasóleo simples";"2,0939 €"
"2022-06-27";"Gasóleo simples";"2,0655 €"
"2022-06-28";"Gasóleo simples";"2,0624 €"
"2022-06-29";"Gasóleo simples";"2,0616 €"
"2022-06-30";"Gasóleo simples";"2,0615 €"
"2022-07-01";"Gasóleo simples";"2,0604 €"
"2022-07-02";"Gasóleo simples";"2,0561 €"
"2022-07-03";"Gasóleo simples";"2,0538 €"
"2022-07-04";"Gasóleo simples";"1,9925 €"
"2022-07-05";"Gasóleo simples";"1,9834 €"
"2022-07-06";"Gasóleo simples";"1,9765 €"
"2022-07-07";"Gasóleo simples";"1,9766 €"
"2022-07-08";"Gasóleo simples";"1,9758 €"
"2022-07-09";"Gasóleo simples";"1,9712 €"
"2022-07-10";"Gasóleo simples";"1,9740 €"
"2022-07-11";"Gasóleo simples";"1,9231 €"
"2022-07-12";"Gasóleo simples";"1,9155 €"
"2022-07-13";"Gasóleo simples";"1,9169 €"
"2022-07-14";"Gasóleo simples";"1,9091 €"
"2022-07-15";"Gasóleo simples";"1,9082 €"
"2022-07-16";"Gasóleo simples";"1,9038 €"
"2022-07-17";"Gasóleo simples";"1,9041 €"
"2022-07-18";"Gasóleo simples";"1,9078 €"
"2022-07-19";"Gasóleo simples";"1,9073 €"
"2022-07-20";"Gasóleo simples";"1,9100 €"
"2022-07-21";"Gasóleo simples";"1,9100 €"
"2022-07-22";"Gasóleo simples";"1,9093 €"
"2022-07-23";"Gasóleo simples";"1,9052 €"
"2022-07-24";"Gasóleo simples";"1,9032 €"
"2022-07-25";"Gasóleo simples";"1,8572 €"
"2022-07-26";"Gasóleo simples";"1,8513 €"
"2022-07-27";"Gasóleo simples";"1,8502 €"
"2022-07-28";"Gasóleo simples";"1,8502 €"
"2022-07-29";"Gasóleo simples";"1,8493 €"
"2022-07-30";"Gasóleo simples";"1,8449 €"
"2022-07-31";"Gasóleo simples";"1,8454 €"
"2022-08-01";"Gasóleo simples";"1,8303 €"
"2022-08-02";"Gasóleo simples";"1,8257 €"
"2022-08-03";"Gasóleo simples";"1,8255 €"
"2022-08-04";"Gasóleo simples";"1,8256 €"
"2022-08-05";"Gasóleo simples";"1,8243 €"
"2022-08-06";"Gasóleo simples";"1,8200 €"
"2022-08-07";"Gasóleo simples";"1,8159 €"
"2022-08-08";"Gasóleo simples";"1,7462 €"
"2022-08-09";"Gasóleo simples";"1,7365 €"
"2022-08-10";"Gasóleo simples";"1,7348 €"
"2022-08-11";"Gasóleo simples";"1,7345 €"
"2022-08-12";"Gasóleo simples";"1,7336 €"
"2022-08-13";"Gasóleo simples";"1,7292 €"
"2022-08-14";"Gasóleo simples";"1,7288 €"
"2022-08-15";"Gasóleo simples";"1,7286 €"
"2022-08-16";"Gasóleo simples";"1,7249 €"
"2022-08-17";"Gasóleo simples";"1,7227 €"
"2022-08-18";"Gasóleo simples";"1,7224 €"
"2022-08-19";"Gasóleo simples";"1,7218 €"
"2022-08-20";"Gasóleo simples";"1,7180 €"
"2022-08-21";"Gasóleo simples";"1,7206 €"
"2022-08-22";"Gasóleo simples";"1,7707 €"
"2022-08-23";"Gasóleo simples";"1,7777 €"
"2022-08-24";"Gasóleo simples";"1,7768 €"
"2022-08-25";"Gasóleo simples";"1,7770 €"
"2022-08-26";"Gasóleo simples";"1,7767 €"
"2022-08-27";"Gasóleo simples";"1,7724 €"
"2022-08-28";"Gasóleo simples";"1,7786 €"
"2022-08-29";"Gasóleo simples";"1,8653 €"
"2022-08-30";"Gasóleo simples";"1,8852 €"
"2022-08-31";"Gasóleo simples";"1,8861 €"
"2022-09-01";"Gasóleo simples";"1,8870 €"
"2022-09-02";"Gasóleo simples";"1,8863 €"
"2022-09-03";"Gasóleo simples";"1,8822 €"
"2022-09-04";"Gasóleo simples";"1,8796 €"
"2022-09-05";"Gasóleo simples";"1,8291 €"
"2022-09-06";"Gasóleo simples";"1,8230 €"
"2022-09-07";"Gasóleo simples";"1,8222 €"
"2022-09-08";"Gasóleo simples";"1,8218 €"
"2022-09-09";"Gasóleo simples";"1,8208 €"
"2022-09-10";"Gasóleo simples";"1,8166 €"
"2022-09-11";"Gasóleo simples";"1,8173 €"
"2022-09-12";"Gasóleo simples";"1,8229 €"
"2022-09-13";"Gasóleo simples";"1,8232 €"
"2022-09-14";"Gasóleo simples";"1,8227 €"
"2022-09-15";"Gasóleo simples";"1,8231 €"
"2022-09-16";"Gasóleo simples";"1,8230 €"
"2022-09-17";"Gasóleo simples";"1,8187 €"
"2022-09-18";"Gasóleo simples";"1,8171 €"
"2022-09-19";"Gasóleo simples";"1,7597 €"
"2022-09-20";"Gasóleo simples";"1,7530 €"
"2022-09-21";"Gasóleo simples";"1,7521 €"
"2022-09-22";"Gasóleo simples";"1,7519 €"
"2022-09-23";"Gasóleo simples";"1,7515 €"
"2022-09-24";"Gasóleo simples";"1,7469 €"
"2022-09-25";"Gasóleo simples";"1,7468 €"
"2022-09-26";"Gasóleo simples";"1,7367 €"
"2022-09-27";"Gasóleo simples";"1,7356 €"
"2022-09-28";"Gasóleo simples";"1,7350 €"
"2022-09-29";"Gasóleo simples";"1,7349 €"
"2022-09-30";"Gasóleo simples";"1,7342 €"
"2022-10-01";"Gasóleo simples";"1,7301 €"
"2022-10-02";"Gasóleo simples";"1,7313 €"
"2022-10-03";"Gasóleo simples";"1,7516 €"
"2022-10-04";"Gasóleo simples";"1,7571 €"
"2022-10-05";"Gasóleo simples";"1,7570 €"
"2022-10-06";"Gasóleo simples";"1,7561 €"
"2022-10-07";"Gasóleo simples";"1,7556 €"
"2022-10-08";"Gasóleo simples";"1,7516 €"
"2022-10-09";"Gasóleo simples";"1,7589 €"
"2022-10-10";"Gasóleo simples";"1,8564 €"
"2022-10-11";"Gasóleo simples";"1,8919 €"
"2022-10-12";"Gasóleo simples";"1,8930 €"
"2022-10-13";"Gasóleo simples";"1,8936 €"
"2022-10-14";"Gasóleo simples";"1,8929 €"
"2022-10-15";"Gasóleo simples";"1,8887 €"
"2022-10-16";"Gasóleo simples";"1,8932 €"
"2022-10-17";"Gasóleo simples";"1,9543 €"
"2022-10-18";"Gasóleo simples";"1,9576 €"
"2022-10-19";"Gasóleo simples";"1,9589 €"
"2022-10-20";"Gasóleo simples";"1,9590 €"
"2022-10-21";"Gasóleo simples";"1,9582 €"
"2022-10-22";"Gasóleo simples";"1,9538 €"
"2022-10-23";"Gasóleo simples";"1,9542 €"
"2022-10-24";"Gasóleo simples";"1,9527 €"
"2022-10-25";"Gasóleo simples";"1,9521 €"
"2022-10-26";"Gasóleo simples";"1,9519 €"
"2022-10-27";"Gasóleo simples";"1,9519 €"
"2022-10-28";"Gasóleo simples";"1,9512 €"
"2022-10-29";"Gasóleo simples";"1,9469 €"
"2022-10-30";"Gasóleo simples";"1,9466 €"
"2022-10-31";"Gasóleo simples";"1,9407 €"
"2022-11-01";"Gasóleo simples";"1,9390 €"
"2022-11-02";"Gasóleo simples";"1,9367 €"
"2022-11-03";"Gasóleo simples";"1,9361 €"
"2022-11-04";"Gasóleo simples";"1,9330 €"
"2022-11-05";"Gasóleo simples";"1,9283 €"
"2022-11-06";"Gasóleo simples";"1,9262 €"
"2022-11-07";"Gasóleo simples";"1,8787 €"
"2022-11-08";"Gasóleo simples";"1,8708 €"
"2022-11-09";"Gasóleo simples";"1,8701 €"
"2022-11-10";"Gasóleo simples";"1,8699 €"
"2022-11-11";"Gasóleo simples";"1,8691 €"
"2022-11-12";"Gasóleo simples";"1,8648 €"
"2022-11-13";"Gasóleo simples";"1,8626 €"
"2022-11-14";"Gasóleo simples";"1,7970 €"
"2022-11-15";"Gasóleo simples";"1,7890 €"
"2022-11-16";"Gasóleo simples";"1,7864 €"
"2022-11-17";"Gasóleo simples";"1,7863 €"
"2022-11-18";"Gasóleo simples";"1,7852 €"
"2022-11-19";"Gasóleo simples";"1,7810 €"
"2022-11-20";"Gasóleo simples";"1,7767 €"
"2022-11-21";"Gasóleo simples";"1,7012 €"
"2022-11-22";"Gasóleo simples";"1,6923 €"
"2022-11-23";"Gasóleo simples";"1,6909 €"
"2022-11-24";"Gasóleo simples";"1,6909 €"
"2022-11-25";"Gasóleo simples";"1,6905 €"
"2022-11-26";"Gasóleo simples";"1,6859 €"
"2022-11-27";"Gasóleo simples";"1,6840 €"
"2022-11-28";"Gasóleo simples";"1,6438 €"
"2022-11-29";"Gasóleo simples";"1,6391 €"
"2022-11-30";"Gasóleo simples";"1,6383 €"
"2022-12-01";"Gasóleo simples";"1,6384 €"
"2022-12-02";"Gasóleo simples";"1,6375 €"
"2022-12-03";"Gasóleo simples";"1,6333 €"
"2022-12-04";"Gasóleo simples";"1,6317 €"
"2022-12-05";"Gasóleo simples";"1,6434 €"
"2022-12-06";"Gasóleo simples";"1,6468 €"
"2022-12-07";"Gasóleo simples";"1,6471 €"
"2022-12-08";"Gasóleo simples";"1,6473 €"
"2022-12-09";"Gasóleo simples";"1,6542 €"
"2022-12-10";"Gasóleo simples";"1,6494 €"
"2022-12-11";"Gasóleo simples";"1,6445 €"
"2022-12-12";"Gasóleo simples";"1,5631 €"
"2022-12-13";"Gasóleo simples";"1,5548 €"
"2022-12-14";"Gasóleo simples";"1,5534 €"
"2022-12-15";"Gasóleo simples";"1,5535 €"
"2022-12-16";"Gasóleo simples";"1,5526 €"
"2022-12-17";"Gasóleo simples";"1,5483 €"
"2022-12-18";"Gasóleo simples";"1,5521 €"
"2022-12-19";"Gasóleo simples";"1,6079 €"
"2022-12-20";"Gasóleo simples";"1,6123 €"
"2022-12-21";"Gasóleo simples";"1,6125 €"
"2022-12-22";"Gasóleo simples";"1,6130 €"
"2022-12-23";"Gasóleo simples";"1,6123 €"
"2022-12-24";"Gasóleo simples";"1,6082 €"
"2022-12-25";"Gasóleo simples";"1,6079 €"
"2022-12-26";"Gasóleo simples";"1,6065 €"
"2022-12-27";"Gasóleo simples";"1,6053 €"
"2022-12-28";"Gasóleo simples";"1,6051 €"
"2022-12-29";"Gasóleo simples";"1,6052 €"
"2022-12-30";"Gasóleo simples";"1,6054 €"
"2022-12-31";"Gasóleo simples";"1,6011 €"
"2023-01-01";"Gasóleo simples";"1,6015 €"
"2023-01-02";"Gasóleo simples";"1,6335 €"
"2023-01-03";"Gasóleo simples";"1,6351 €"
"2023-01-04";"Gasóleo simples";"1,6356 €"
"2023-01-05";"Gasóleo simples";"1,6357 €"
"2023-01-06";"Gasóleo simples";"1,6349 €"
"2023-01-07";"Gasóleo simples";"1,6303 €"
"2023-01-08";"Gasóleo simples";"1,6281 €"
"2023-01-09";"Gasóleo simples";"1,5994 €"
"2023-01-10";"Gasóleo simples";"1,5967 €"
"2023-01-11";"Gasóleo simples";"1,5963 €"
"2023-01-12";"Gasóleo simples";"1,5965 €"
"2023-01-13";"Gasóleo simples";"1,5956 €"
"2023-01-14";"Gasóleo simples";"1,5912 €"
"2023-01-15";"Gasóleo simples";"1,5920 €"
"2023-01-16";"Gasóleo simples";"1,6112 €"
"2023-01-17";"Gasóleo simples";"1,6122 €"
"2023-01-18";"Gasóleo simples";"1,6117 €"
"2023-01-19";"Gasóleo simples";"1,6123 €"
"2023-01-20";"Gasóleo simples";"1,6119 €"
"2023-01-21";"Gasóleo simples";"1,6072 €"
"2023-01-22";"Gasóleo simples";"1,6093 €"
"2023-01-23";"Gasóleo simples";"1,6336 €"
"2023-01-24";"Gasóleo simples";"1,6387 €"
"2023-01-25";"Gasóleo simples";"1,6383 €"
"2023-01-26";"Gasóleo simples";"1,6388 €"
"2023-01-27";"Gasóleo simples";"1,6381 €"
"2023-01-28";"Gasóleo simples";"1,6335 €"
"2023-01-29";"Gasóleo simples";"1,6350 €"
"2023-01-30";"Gasóleo simples";"1,6496 €"
"2023-01-31";"Gasóleo simples";"1,6526 €"
"2023-02-01";"Gasóleo simples";"1,6522 €"
"2023-02-02";"Gasóleo simples";"1,6525 €"
"2023-02-03";"Gasóleo simples";"1,6518 €"
"2023-02-04";"Gasóleo simples";"1,6474 €"
"2023-02-05";"Gasóleo simples";"1,6443 €"
"2023-02-06";"Gasóleo simples";"1,5800 €"
"2023-02-07";"Gasóleo simples";"1,5616 €"
"2023-02-08";"Gasóleo simples";"1,5604 €"
"2023-02-09";"Gasóleo simples";"1,5605 €"
"2023-02-10";"Gasóleo simples";"1,5597 €"
"2023-02-11";"Gasóleo simples";"1,5551 €"
"2023-02-12";"Gasóleo simples";"1,5553 €"
"2023-02-13";"Gasóleo simples";"1,5329 €"
"2023-02-14";"Gasóleo simples";"1,5262 €"
"2023-02-15";"Gasóleo simples";"1,5255 €"
"2023-02-16";"Gasóleo simples";"1,5258 €"
"2023-02-17";"Gasóleo simples";"1,5248 €"
"2023-02-18";"Gasóleo simples";"1,5202 €"
"2023-02-19";"Gasóleo simples";"1,5222 €"
"2023-02-20";"Gasóleo simples";"1,5378 €"
"2023-02-21";"Gasóleo simples";"1,5390 €"
"2023-02-22";"Gasóleo simples";"1,5394 €"
"2023-02-23";"Gasóleo simples";"1,5397 €"
"2023-02-24";"Gasóleo simples";"1,5389 €"
"2023-02-25";"Gasóleo simples";"1,5344 €"
"2023-02-26";"Gasóleo simples";"1,5337 €"
"2023-02-27";"Gasóleo simples";"1,5207 €"
"2023-02-28";"Gasóleo simples";"1,5180 €"
